Project,DIN_Ebene1,DIN_Ebene1_Beschreibung,DIN_Ebene2,DIN_Ebene2_Beschreibung,DIN_Ebene3,DIN_E3_Beschreibung,prav_Personalkosten,prav_Materialkosten,korr_Personalkosten,korr_Materialkosten,Gesamtkosten
HFX (Bode),G,G -- Steuerungsanlage für Fahrbetrieb,GC,GC -- Steuerung für Fahren und Bremsen,GC02,GC02 -- Fahr-/Bremsschalter (FBS),4019.342242,4716.343339,1495.999929,1815.796085,12047.48159
HFX (Bode),G,G -- Steuerungsanlage für Fahrbetrieb,GD,GD -- Steuerung für Energieerzeugung,GD01,GD01 -- Steuerung für Energieerzeugung,4354.050191,4698.909482,1697.19662,1387.801476,12137.95777
HFX (Bode),G,G -- Steuerungsanlage für Fahrbetrieb,GE,GE -- Systemerfassung,GE01,GE01 -- Systemerfassung,4421.506462,5140.795015,1704.523809,1525.934998,12792.76028
HFX (Bode),G,G -- Steuerungsanlage für Fahrbetrieb,GF,GF -- Steuerung für Energiespeicherung,GF01,GF01 -- Steuerung für Energiespeicherung,6082.877462,4276.033851,1701.05427,1352.199847,13412.16543
HFX (Bode),H,H -- Hilfsbetriebsanlage,HA,HA -- Hilfsbetriebsanlage,HA01,HA01 -- Hilfsbetriebsanlage,5394.215001,3610.217811,1575.377627,1743.262244,12323.07268
HFX (Bode),H,H -- Hilfsbetriebsanlage,HB,HB -- Umformereinrichtung,HB01,HB01 -- Bordnetzumrichter / Hilfsbetriebeumrichter,4339.626255,4229.859402,1400.552185,1842.729783,11812.76762
HFX (Bode),H,H -- Hilfsbetriebsanlage,HC,HC -- Batterieeinrichtung,HC01,HC01 -- Batterieladegerät Bordnetz,4926.317918,5361.757356,1626.827431,1734.163016,13649.06572
HFX (Bode),H,H -- Hilfsbetriebsanlage,HC,HC -- Batterieeinrichtung,HC02,HC02 -- Batterie Bordnetz (inkl. Kiste),5066.727526,4770.788222,1834.78601,1375.857126,13048.15888
HFX (Bode),H,H -- Hilfsbetriebsanlage,HC,HC -- Batterieeinrichtung,HC03,"HC03 -- Batteriecontainer --> wird gelöscht, auf TB03 umcodieren",4611.332063,5118.390427,1781.055626,1239.488969,12750.26708
HFX (Bode),H,H -- Hilfsbetriebsanlage,HD,HD -- Bordnetz,HD01,HD01 -- Hilfsbetriebe Trenntrafos,5262.907828,4117.773449,1676.913484,1357.785002,12415.37976
HFX (Bode),H,H -- Hilfsbetriebsanlage,HD,HD -- Bordnetz,HD02,HD02 -- Steckdosen,4095.132325,5523.128791,1675.729045,1753.862388,13047.85255
HFX (Bode),H,H -- Hilfsbetriebsanlage,HD,HD -- Bordnetz,HD03,HD03 -- Transformator,5477.048371,3854.128027,1385.783812,1573.417443,12290.37765
HFX (Bode),H,H -- Hilfsbetriebsanlage,HD,HD -- Bordnetz,HD04,HD04 -- Trenntrafokonsole,5069.564124,4015.098252,1670.682827,1633.091399,12388.4366
HFX (Bode),H,H -- Hilfsbetriebsanlage,HE,HE -- Kühlung für Energie und Antriebsanlage,HE01,HE01 -- Stromrichter Wasserkühler (& Wasserpumpe),5482.267586,3940.448922,1487.316069,1513.472972,12423.50555
HFX (Bode),H,H -- Hilfsbetriebsanlage,HE,HE -- Kühlung für Energie und Antriebsanlage,HE02,HE02 -- Ölkühler (& Ölpumpe),4039.287087,5598.208554,1769.019225,1403.563269,12810.07813
HFX (Bode),H,H -- Hilfsbetriebsanlage,HE,HE -- Kühlung für Energie und Antriebsanlage,HE03,HE03 -- Fahrmotorlüfter,5755.672619,3845.711787,1825.970185,1388.447779,12815.80237
HFX (Bode),H,H -- Hilfsbetriebsanlage,HE,HE -- Kühlung für Energie und Antriebsanlage,HE04,HE04 -- Transformatorkühler,4921.941852,4649.801102,1801.363636,1612.094979,12985.20157
HFX (Bode),H,H -- Hilfsbetriebsanlage,HE,HE -- Kühlung für Energie und Antriebsanlage,HE05,HE05 -- Kühlleitung Antriebskühlung,5292.432101,3780.331194,1479.577246,1829.787338,12382.12788
HFX (Bode),H,H -- Hilfsbetriebsanlage,HE,HE -- Kühlung für Energie und Antriebsanlage,HE06,"HE06 -- Wellschlauch, Metallschlauch, Ringwellschlauch",5201.200566,3496.997929,1552.577592,1700.427559,11951.20365
HFX (Bode),H,H -- Hilfsbetriebsanlage,HE,HE -- Kühlung für Energie und Antriebsanlage,HE07,HE07 -- Wärmetauscher,5248.56975,4820.996103,1417.59295,1921.553266,13408.71207
HFX (Bode),H,H -- Hilfsbetriebsanlage,HE,HE -- Kühlung für Energie und Antriebsanlage,HE08,HE08 -- Kühlturm,4290.253239,6111.137539,1928.103341,1387.326252,13716.82037
HFX (Bode),H,H -- Hilfsbetriebsanlage,HF,HF -- Notstromerzeugungseinrichtungen,HF01,HF01 -- Notstromerzeugungseinrichtungen,3946.705117,5455.516545,1753.817117,1378.320781,12534.35956
HFX (Bode),J,J -- Überwachungs und Sicherheitseinrichtungen,JA,JA -- Überwachungs- und Sicherheitseinrichtungen,JA00,JA00 -- Überwachungs- und Sicherheitseinrichtungen (SW),4604.070228,4883.417538,1728.50011,1476.509176,12692.49705
HFX (Bode),J,J -- Überwachungs und Sicherheitseinrichtungen,JA,JA -- Überwachungs- und Sicherheitseinrichtungen,JA01,JA01 -- Hardware für Diagnosesystem,3915.227483,5863.091234,1585.093039,1595.350911,12958.76267
HFX (Bode),J,J -- Überwachungs und Sicherheitseinrichtungen,JA,JA -- Überwachungs- und Sicherheitseinrichtungen,JA02,JA02 -- Person Detection Assistant,5062.025439,5067.972862,1528.50423,1684.080542,13342.58307
HFX (Bode),J,J -- Überwachungs und Sicherheitseinrichtungen,JB,JB -- Mess- und Schutzeinrichtungen,JB01,JB01 -- Mess- und Schutzeinrichtungen,5240.264156,3635.605641,1830.363422,1302.614626,12008.84784
HFX (Bode),J,J -- Überwachungs und Sicherheitseinrichtungen,JC,"JC -- Melden, Registrieren, Anzeigen",JC01,JC01 -- Störstrommonitor,4822.113126,4809.059688,1352.770378,1787.781875,12771.72507
HFX (Bode),J,J -- Überwachungs und Sicherheitseinrichtungen,JC,"JC -- Melden, Registrieren, Anzeigen",JC02,JC02 -- Messgeräte (Drehzahlgeber),4897.705369,5239.779451,1341.149803,1963.521842,13442.15647
HFX (Bode),J,J -- Überwachungs und Sicherheitseinrichtungen,JC,"JC -- Melden, Registrieren, Anzeigen",JC03,JC03 -- Brandmeldeanlage / Rauchmeldeanlage,5498.365335,4841.14219,1321.945017,1693.632508,13355.08505
HFX (Bode),J,J -- Überwachungs und Sicherheitseinrichtungen,JC,"JC -- Melden, Registrieren, Anzeigen",JC04,JC04 -- Redbox / Fahrtenschreiber,4876.576147,3770.472147,1578.087882,1447.388408,11672.52458
HFX (Bode),J,J -- Überwachungs und Sicherheitseinrichtungen,JC,"JC -- Melden, Registrieren, Anzeigen",JC05,JC05 -- MMI,4546.491727,4807.913812,1580.555736,1799.426717,12734.38799
HFX (Bode),J,J -- Überwachungs und Sicherheitseinrichtungen,JC,"JC -- Melden, Registrieren, Anzeigen",JC06,JC06 -- Zugsicherungseinrichtung PZB90,5045.074582,4522.471279,1348.758786,1870.239858,12786.54451
HFX (Bode),J,J -- Überwachungs und Sicherheitseinrichtungen,JC,"JC -- Melden, Registrieren, Anzeigen",JC07,JC07 -- Diagnoserechner (VBOX oder Moxa) ,3911.392358,4929.136185,1673.312573,1472.430569,11986.27169
HFX (Bode),J,J -- Überwachungs und Sicherheitseinrichtungen,JD,JD -- Sicherheitseinrichtungen,JD01,JD01 -- Sicherheitseinrichtungen CTSM (Fahrsperre),3986.871956,5227.684132,1527.676392,1427.309705,12169.54219
HFX (Bode),J,J -- Überwachungs und Sicherheitseinrichtungen,JD,JD -- Sicherheitseinrichtungen,JD02,JD02 -- Vorrüstung CBTC,3646.830102,5041.514865,1569.87466,1743.131177,12001.3508
HFX (Bode),J,J -- Überwachungs und Sicherheitseinrichtungen,JD,JD -- Sicherheitseinrichtungen,JD03,"JD03 -- Typhon, Signalhorn, Makrofon",3870.251438,4875.093963,1684.630085,1462.410737,11892.38622
HFX (Bode),J,J -- Überwachungs und Sicherheitseinrichtungen,JD,JD -- Sicherheitseinrichtungen,JD04,JD04 -- Brandlöschanlage,3646.641018,5319.82155,1485.130207,1802.87375,12254.46652
HFX (Bode),J,J -- Überwachungs und Sicherheitseinrichtungen,JE,JE -- Datenübertragungseinrichtungen,JE01,JE01 -- eBuLa / el. Buchfahrplan (Hardware),5391.452418,3843.46211,1805.766562,1279.144417,12319.82551
HFX (Bode),J,J -- Überwachungs und Sicherheitseinrichtungen,JF,JF -- Kommunikationseinrichtungen,JF01,JF01 -- Zugbahnfunk/Betriebsfunk,5470.541705,4752.150822,1575.317413,1501.577169,13299.58711
HFX (Bode),J,J -- Überwachungs und Sicherheitseinrichtungen,JG,JG -- zusätzliche Ausstattungen,JG01,"JG01 -- Scheibenwischer inkl. Motor, Wischerblätter und Steuerung",4777.647266,5610.725495,1801.523649,1491.769311,13681.66572
HFX (Bode),J,J -- Überwachungs und Sicherheitseinrichtungen,JG,JG -- zusätzliche Ausstattungen,JG02,JG02 -- CCTV Videoüberwachungsanlage außen,4758.989024,5164.906113,1621.236388,1302.700883,12847.83241
HFX (Bode),J,J -- Überwachungs und Sicherheitseinrichtungen,JG,JG -- zusätzliche Ausstattungen,JG03,JG03 -- CCTV Videoüberwachungsanlage innen,4586.394421,4910.850798,1561.20699,1711.136889,12769.5891
HFX (Bode),K,K -- Beleuchtung,KA,KA -- Beleuchtung,KA01,KA01 -- Beleuchtung,5328.158449,4419.073061,1596.109804,1354.453469,12697.79478
HFX (Bode),K,K -- Beleuchtung,KB,KB -- Außenbeleuchtungseinrichtungen,KB01,"KB01 -- Außenbeleuchtung (Scheinwerfer, Spitzenlicht, inkl. Steuerung)",5275.043492,4808.900646,1566.653319,1571.179606,13221.77706
HFX (Bode),K,K -- Beleuchtung,KC,KC -- Innenbeleuchtungseinrichtungen,KC01,KC01 -- Innenbeleuchtungseinrichtungen,5122.665961,4189.012296,1837.176796,1278.429266,12427.28432
HFX (Bode),K,K -- Beleuchtung,KC,KC -- Innenbeleuchtungseinrichtungen,KC02,KC02 -- Signalleuchte für Tür,4552.280495,4726.153985,1859.973943,1499.339494,12637.74792
HFX (Bode),K,K -- Beleuchtung,KC,KC -- Innenbeleuchtungseinrichtungen,KC03,KC03 -- Innenbeleuchtung FGR,5024.723042,3696.144526,1625.30948,1730.93757,12077.11462
HFX (Bode),K,K -- Beleuchtung,KC,KC -- Innenbeleuchtungseinrichtungen,KC04,KC04 -- Innenbeleuchtung FST,5070.348739,4105.757696,1656.115814,1544.251338,12376.47359
HFX (Bode),L,L -- Klimatisierung,LA,LA -- Klimatisierung,LA01,LA01 -- Klimagerät / Heizungsgerät FGR (mit / ohne Propan),3628.395893,4925.287332,1642.202748,1417.975919,11613.86189
HFX (Bode),L,L -- Klimatisierung,LA,LA -- Klimatisierung,LA02,LA02 -- Klimagerät / Heizungsgerät FST (mit / ohne Propan),4267.208711,5801.655241,1779.453716,1399.412396,13247.73006
HFX (Bode),L,L -- Klimatisierung,LA,LA -- Klimatisierung,LA03,LA03 -- Fußbodenheizung FST ,5544.605892,4088.094845,1526.932257,1883.130949,13042.76394
HFX (Bode),L,L -- Klimatisierung,LA,LA -- Klimatisierung,LA04,LA04 -- Fußbodenheizung FGR ,5220.727982,4772.446235,1667.949324,1726.783739,13387.90728
HFX (Bode),L,L -- Klimatisierung,LB,"LB -- Ansaugung, Entlüftung",LB01,LB01 -- Klima Ansaugung,4362.935244,4693.361684,1757.714293,1558.272183,12372.2834
HFX (Bode),L,L -- Klimatisierung,LB,"LB -- Ansaugung, Entlüftung",LB02,LB02 -- Klima Entlüftung,5161.565382,3487.105869,1778.743668,1608.113976,12035.5289
HFX (Bode),L,L -- Klimatisierung,LB,"LB -- Ansaugung, Entlüftung",LB03,LB03 -- Luftkanalsystem FST (Stoffkanäle PKO),4903.590205,5001.098847,1520.184395,1397.071357,12821.94481
HFX (Bode),L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC01,LC01 -- Heizlüfter (Einstieg / FST / Sonstige),4602.993137,4122.744356,1693.832814,1656.311721,12075.88203
HFX (Bode),L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC02,LC02 -- Klimakanäle (FST),5714.62557,3970.595667,1242.107363,1656.405152,12583.73375
HFX (Bode),L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC03,LC03 -- Klimakanäle (FGR),4787.526464,4683.345093,1938.161305,1493.077188,12902.11005
HFX (Bode),L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC04,LC04 -- Luftbehandlungsgerät FGR incl. Sensoren,5553.484279,4440.569926,1346.28716,1865.529124,13205.87049
HFX (Bode),L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC05,LC05 -- Türpfostenheizgerät,4359.093552,6068.272383,1715.991406,1748.239475,13891.59682
HFX (Bode),L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC06,LC06 -- Seitenwandheizung,5628.362827,4777.646515,1613.860934,1689.303984,13709.17426
HFX (Bode),L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC07,LC07 -- Abdeckung Konvektionsheizung (FGR),3731.068599,5034.970556,1738.501277,1296.862308,11801.40274
HFX (Bode),L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC08,LC08 -- Konvektionsheizung FGR,5491.573927,4307.151357,1512.065578,1397.431266,12708.22213
HFX (Bode),L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC09,LC09 -- Fußpodest beheizt,5085.337143,4270.970071,1335.806768,1617.133938,12309.24792
HFX (Bode),L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC10,LC10 -- Ausblaskasten Untersitz,5301.583438,3597.470554,1350.188914,1930.245121,12179.48803
HFX (Bode),L,L -- Klimatisierung,LD,LD -- Verteilung,LD01,LD01 -- Verteilung,3968.837659,5031.145467,1461.21759,1431.561729,11892.76245
HFX (Bode),L,L -- Klimatisierung,LD,LD -- Verteilung,LD02,LD02 -- Luftkanalsystem Tür-/Portalsäulen (Stoffkanäle PKO),4628.029833,5152.754314,1347.960908,1676.102737,12804.84779
HFX (Bode),L,L -- Klimatisierung,LD,LD -- Verteilung,LD03,LD03 -- Luftkanalsystem Decke (Stoffkanäle PKO) - sofern nicht in Innendecke,3615.079912,5062.298846,1470.953917,1903.782422,12052.1151
HFX (Bode),L,L -- Klimatisierung,LD,LD -- Verteilung,LD04,LD04 -- Luftverteilerbox an Klimaanlage,4341.144353,6031.230703,1614.949601,1312.9474,13300.27206
HFX (Bode),L,L -- Klimatisierung,LD,LD -- Verteilung,LD05,LD05 -- Luftkanäle für Stromrichter-/Trafokühlung,5955.935704,4101.646625,1698.52186,1645.848775,13401.95296
HFX (Bode),L,L -- Klimatisierung,LE,LE -- Regelung,LE01,LE01 -- Regelung,4116.229329,4757.978411,1676.417248,1603.180738,12153.80573
HFX (Bode),M,M -- Nebenbetriebsanlage,MA,MA -- Nebenbetriebsanlage,MA01,MA01 -- Nebenbetriebsanlage,5602.31071,4654.483642,1515.128606,1582.999827,13354.92278
HFX (Bode),M,M -- Nebenbetriebsanlage,MB,MB -- Sanden,MB01,MB01 -- Sandungsanlage (inkl. Sandkasten),5263.341414,3551.213431,1555.989973,1913.64663,12284.19145
HFX (Bode),M,M -- Nebenbetriebsanlage,MB,MB -- Sanden,MB02,MB02 -- Sandbehälter,4272.876023,5568.830194,1535.684572,1840.586677,13217.97746
HFX (Bode),M,M -- Nebenbetriebsanlage,MB,MB -- Sanden,MB03,MB03 -- Sandmodul inkl. Auslegung,4787.577767,4433.185698,1354.452118,1684.619951,12259.83553
HFX (Bode),M,M -- Nebenbetriebsanlage,MC,MC -- Schmiereinrichtung,MC01,MC01 -- Spurkranzschmieranlage,5430.980167,3832.146639,1681.292824,1503.538334,12447.95796
HFX (Bode),M,M -- Nebenbetriebsanlage,MD,MD -- Weichensteuerung,MD01,MD01 -- Weichensteuerung,4886.359601,3869.12084,1537.178086,1812.392406,12105.05093
HFX (Bode),M,M -- Nebenbetriebsanlage,ME,ME -- Fahrausweiseinrichtungen,ME01,ME01 -- Fahrscheineinrichtungen,5894.504183,4277.453144,1788.848679,1211.219345,13172.02535
HFX (Bode),M,M -- Nebenbetriebsanlage,MF,MF -- Fahrgastzähleinrichtung,MF01,MF01 -- Automatische Fahrgastzähleinrichtung (AFZ),4939.85312,4908.351615,1477.674445,1572.181406,12898.06059
HFX (Bode),N,"N -- Türen, Einstiege",,"NA -- Türen, Einstiege",NA01,"NA01 -- Türen, Einstiege",5297.921465,4135.294153,1311.535163,1539.841416,12284.5922
HFX (Bode),N,"N -- Türen, Einstiege",NB,NB -- Außentüren,NB01,NB01 -- Außentüren FGR,4691.047545,5723.568326,1413.666523,1492.771228,13321.05362
HFX (Bode),N,"N -- Türen, Einstiege",NB,NB -- Außentüren,NB02,NB02 -- Außentüren FST,3658.122871,5275.077677,1748.112108,1606.676327,12287.98898
HFX (Bode),N,"N -- Türen, Einstiege",NB,NB -- Außentüren,NB03,NB03 -- Lichtgitter,4511.758845,4693.612644,1422.671561,1925.314252,12553.3573
HFX (Bode),N,"N -- Türen, Einstiege",NB,NB -- Außentüren,NB04,NB04 -- Fronttür,4681.49824,4562.36217,1802.927319,1630.836041,12677.62377
HFX (Bode),N,"N -- Türen, Einstiege",NC,NC -- Innentüren,NC01,NC01 -- Innentüren,5378.018198,4910.993059,1723.939527,1371.818237,13384.76902
HFX (Bode),N,"N -- Türen, Einstiege",NC,NC -- Innentüren,NC02,NC02 -- Innentür Übergang,4456.366026,4094.167442,1603.227383,1730.807644,11884.5685
HFX (Bode),N,"N -- Türen, Einstiege",NC,NC -- Innentüren,NC03,NC03 -- Innentür Abteil (1. Klasse),3732.563402,5111.77346,1591.022894,1399.760677,11835.12043
HFX (Bode),N,"N -- Türen, Einstiege",NC,NC -- Innentüren,NC04,NC04 -- Innentür Evakuierung (Rauchschutz),4813.897928,3824.346181,1826.552315,1616.81038,12081.60681
HFX (Bode),N,"N -- Türen, Einstiege",NC,NC -- Innentüren,NC05,NC05 -- Innentür FST - FGR / Maschinenraum,4044.757537,4919.463309,1655.572579,1311.079187,11930.87261
HFX (Bode),N,"N -- Türen, Einstiege",ND,"ND -- Einstiege, Aufstiege (nicht innen)",ND01,ND01 -- Schiebetritt,4006.987005,4965.726092,1487.953164,1387.471984,11848.13824
HFX (Bode),N,"N -- Türen, Einstiege",ND,"ND -- Einstiege, Aufstiege (nicht innen)",ND02,ND02 -- Spaltüberbrückung,5662.074491,4368.229673,1378.323602,1920.132154,13328.75992
HFX (Bode),N,"N -- Türen, Einstiege",ND,"ND -- Einstiege, Aufstiege (nicht innen)",ND03,"ND03 -- Trittleiste, Einstieg",5806.390322,4228.819207,1602.843962,1407.340868,13045.39436
HFX (Bode),N,"N -- Türen, Einstiege",NE,NE -- Behinderteneinstiege,NE01,NE01 -- Faltrampe,4709.313586,4966.636328,1628.701695,1519.933273,12824.58488
HFX (Bode),N,"N -- Türen, Einstiege",NE,NE -- Behinderteneinstiege,NE02,NE02 -- Hublift,4288.616081,5083.279913,1507.329587,1355.727801,12234.95338
HFX (Bode),P,P -- Informationseinrichtungen,PA,PA -- Informationseinrichtungen,PA00,PA00 -- Informationseinrichtungen (SW),5775.352392,4035.31846,1270.145198,1784.327461,12865.14351
HFX (Bode),P,P -- Informationseinrichtungen,PA,PA -- Informationseinrichtungen,PA01,"PA01 -- Antennen Funk (GSM, GPS)",4244.490696,5017.787963,1810.639478,1458.015799,12530.93394
HFX (Bode),P,P -- Informationseinrichtungen,PA,PA -- Informationseinrichtungen,PA02,"PA02 -- FIS ELA Komponenten, außer GSM, Video, Sitzplatzreservierung, Anzeigen",5512.409414,4356.639571,1263.660578,1807.320085,12940.02965
HFX (Bode),P,P -- Informationseinrichtungen,PA,PA -- Informationseinrichtungen,PA03,PA03 -- GSM Funkmodem,4907.285842,4949.512733,1791.233404,1290.054881,12938.08686
HFX (Bode),P,P -- Informationseinrichtungen,PB,PB -- optische Informationseinrichtungen,PB01,PB01 -- FIS / ELA Anzeigen ,4880.431093,4333.792147,1503.831089,1452.685518,12170.73985
HFX (Bode),P,P -- Informationseinrichtungen,PB,PB -- optische Informationseinrichtungen,PB02,PB02 -- Sitzplatzreservierung,4596.545937,4271.041452,1863.499338,1599.086275,12330.173
HFX (Bode),P,P -- Informationseinrichtungen,PB,PB -- optische Informationseinrichtungen,PB03,PB03 -- Außenanzeigen FIS,4420.940072,4138.000464,1855.793111,1494.170339,11908.90399
HFX (Bode),P,P -- Informationseinrichtungen,PB,PB -- optische Informationseinrichtungen,PB04,PB04 -- Innenanzeigen FIS ,4532.731416,4451.511103,1777.26432,1452.241908,12213.74875
HFX (Bode),P,P -- Informationseinrichtungen,PB,PB -- optische Informationseinrichtungen,PB05,PB05 -- FIS ELA STAMA ,4627.064759,5296.282778,1839.182356,1323.177891,13085.70778
HFX (Bode),P,P -- Informationseinrichtungen,PB,PB -- optische Informationseinrichtungen,PB06,PB06 -- FIS Bordrechner,4193.871526,5982.822151,1778.681022,1416.489798,13371.8645
HFX (Bode),P,P -- Informationseinrichtungen,PC,PC -- optische Informationselemente,PC01,PC01 -- Piktogramme (innen & außen),5031.975841,5246.963947,1516.673842,1822.114083,13617.72771
HFX (Bode),P,P -- Informationseinrichtungen,PD,PD -- Unterhaltung,PD01,PD01 -- Fahrzeugrouter,3992.094075,5954.651964,1656.750914,1303.641704,12907.13866
HFX (Bode),P,P -- Informationseinrichtungen,PD,PD -- Unterhaltung,PD02,PD02 -- TFT-Bildschirme,5478.236108,4410.777199,1565.807629,1502.83269,12957.65363
HFX (Bode),P,P -- Informationseinrichtungen,PD,PD -- Unterhaltung,PD03,PD03 -- Passenger WLAN,4648.54123,5626.346203,1486.463165,1719.304454,13480.65505
HFX (Bode),P,P -- Informationseinrichtungen,PE,PE -- Werbung,PE01,PE01 -- Werbung,4276.603186,4852.779606,1668.786728,1791.512351,12589.68187
HFX (Bode),P,P -- Informationseinrichtungen,PF,PF -- akustische Informationseinrichtungen,PF01,PF01 -- akustische Informationseinrichtungen (Horn),4824.311252,3971.085457,1359.252738,1605.249092,11759.89854
HFX (Bode),P,P -- Informationseinrichtungen,PF,PF -- akustische Informationseinrichtungen,PF02,PF02 -- akustische Informationseinrichtungen (ELA),4068.412843,4821.09558,1368.200058,1638.44633,11896.15481
HFX (Bode),P,P -- Informationseinrichtungen,PF,PF -- akustische Informationseinrichtungen,PF03,PF03 -- ELA AIU Sprechstellen (Audio Intercommunication Unit),5176.673466,3866.748553,1620.578037,1853.084469,12517.08453
HFX (Bode),P,P -- Informationseinrichtungen,PF,PF -- akustische Informationseinrichtungen,PF04,PF04 -- ELA Mikrofone,4297.717304,5164.736451,1474.33373,1814.842171,12751.62966
HFX (Bode),P,P -- Informationseinrichtungen,PF,PF -- akustische Informationseinrichtungen,PF05,PF05 -- ELA Fahrerstandslautsprecher,4932.581671,5462.147189,1889.487325,1391.875423,13676.09161
HFX (Bode),P,P -- Informationseinrichtungen,PF,PF -- akustische Informationseinrichtungen,PF06,PF06 -- ELA Lautsprecher (innen),4974.248108,4580.927826,1326.096133,1723.328954,12604.60102
HFX (Bode),P,P -- Informationseinrichtungen,PF,PF -- akustische Informationseinrichtungen,PF07,PF07 -- ELA Lautsprecher (außen),3696.710345,5035.295004,1524.717574,1859.57849,12116.30141
HFX (Bode),P,P -- Informationseinrichtungen,PF,PF -- akustische Informationseinrichtungen,PF08,PF08 -- ELA ACU (Audio Car Unit),5065.234866,4363.448419,1298.678304,1878.916293,12606.27788
HFX (Bode),P,P -- Informationseinrichtungen,PF,PF -- akustische Informationseinrichtungen,PF09,PF09 -- ELA ADU (Audio Driver Unit),4267.06233,4922.126036,1463.668247,1388.821308,12041.67792
HFX (Bode),P,P -- Informationseinrichtungen,PF,PF -- akustische Informationseinrichtungen,PF10,PF10 -- HMI FIS,4381.656257,5194.717234,1634.800637,1306.163145,12517.33727
HFX (Bode),Q,Q -- Pneumatik / Hydraulik,QA,QA -- Pneumatik / Hydraulik,QA01,QA01 -- Pneumatik / Hydraulik,5326.870521,3553.413579,1382.947866,1948.683632,12211.9156
HFX (Bode),Q,Q -- Pneumatik / Hydraulik,QA,QA -- Pneumatik / Hydraulik,QA02,QA02 -- Luftkompressor inkl. Trockner / Drucklufterzeugung ,4986.490663,4888.547802,1388.248167,2009.658133,13272.94477
HFX (Bode),Q,Q -- Pneumatik / Hydraulik,QB,QB -- Erzeugung,QB01,QB01 -- Erzeugung,5266.33858,4903.452302,1516.989698,1608.924559,13295.70514
HFX (Bode),Q,Q -- Pneumatik / Hydraulik,QB,QB -- Erzeugung,QB02,QB02 -- Pneumatik - Druckluftversorgung Montagerahmen,4078.25652,4623.105049,1289.509006,1647.246608,11638.11718
HFX (Bode),Q,Q -- Pneumatik / Hydraulik,QC,QC -- Aufbereitung,QC01,QD01 -- Luftbehälter / Luftbevorratung,3793.604352,5686.122589,1627.292552,1661.510057,12768.52955
